

     *******************************************************************
     *                                                                 *
     *                             N3DADE                              *
     *                                                                 *
     *    ANALYTICAL SOLUTIONS FOR NONEQUILIBRIUM SOLUTE TRANSPORT     *
     *                IN 3-D SEMI-INFINITE POROUS MEDIA                *
     *                                                                 *
     *     VOLUME-AVERAGED CONCENTRATIONS                              *
     *     Fig. 11: Exponential distribution about (5,0,0)             *
     *                                                                 *
     *******************************************************************


     MODEL PARAMETERS
     ================

     NAME            VALUE

     dimensional
     V                5.00
     R                1.00
     Dx              10.00
     Dy               5.00
     Dz               5.00

     dimensionless
     BETA              .50
     OMEGA            1.00
     MU1               .00
     MU2               .00


     CONSTANTS
     =========
     L  =   20.00
     Co =    1.00


     INITIAL VALUE PROBLEM    35
     =====================

     EXPONENTIAL INITIAL DISTRIBUTION FOR SPHERICAL GEOMETRY    x0=      5.00
       fe=      1.00    alpha=      2.00


     INDEPENDENT VARIABLES
     =====================
     VARIABLE   INCREMENT        MINIMUM        MAXIMUM
     t               .000          1.000          1.000
     x              1.000           .000         40.000
     y              1.000           .000         40.000
     z               .000           .000           .000


PREDICTED CONCENTRATIONS
========================

      EQUILIBRIUM   NONEQUILIBRIUM     TOTAL
 NO    C     C/Co     C     C/Co     Ct    Ct/Co     t       x       y       z
***    .061   .061    .056   .056    .059   .059    1.00   27.00   19.00     .00
***    .056   .056    .052   .052    .054   .054    1.00   27.00   20.00     .00
***    .051   .051    .049   .049    .050   .050    1.00   27.00   21.00     .00
***    .047   .047    .045   .045    .046   .046    1.00   27.00   22.00     .00
***    .043   .043    .042   .042    .043   .043    1.00   27.00   23.00     .00
***    .040   .040    .039   .039    .039   .039    1.00   27.00   24.00     .00
***    .036   .036    .036   .036    .036   .036    1.00   27.00   25.00     .00
***    .033   .033    .033   .033    .033   .033    1.00   27.00   26.00     .00
***    .030   .030    .031   .031    .030   .030    1.00   27.00   27.00     .00
***    .028   .028    .028   .028    .028   .028    1.00   27.00   28.00     .00
***    .025   .025    .026   .026    .026   .026    1.00   27.00   29.00     .00
***    .023   .023    .024   .024    .023   .023    1.00   27.00   30.00     .00
***    .021   .021    .022   .022    .021   .021    1.00   27.00   31.00     .00
***    .019   .019    .020   .020    .020   .020    1.00   27.00   32.00     .00
***    .017   .017    .018   .018    .018   .018    1.00   27.00   33.00     .00
***    .016   .016    .017   .017    .016   .016    1.00   27.00   34.00     .00
***    .014   .014    .016   .016    .015   .015    1.00   27.00   35.00     .00
***    .013   .013    .014   .014    .014   .014    1.00   27.00   36.00     .00
***    .012   .012    .013   .013    .013   .013    1.00   27.00   37.00     .00
***    .011   .011    .012   .012    .011   .011    1.00   27.00   38.00     .00
***    .010   .010    .011   .011    .010   .010    1.00   27.00   39.00     .00
***    .009   .009    .010   .010    .010   .010    1.00   27.00   40.00     .00
***    .153   .153    .110   .110    .132   .132    1.00   28.00     .00     .00
***    .153   .153    .110   .110    .131   .131    1.00   28.00    1.00     .00
***    .151   .151    .109   .109    .130   .130    1.00   28.00    2.00     .00
***    .148   .148    .108   .108    .128   .128    1.00   28.00    3.00     .00
***    .145   .145    .106   .106    .125   .125    1.00   28.00    4.00     .00
***    .140   .140    .103   .103    .122   .122    1.00   28.00    5.00     .00
***    .135   .135    .100   .100    .118   .118    1.00   28.00    6.00     .00
***    .129   .129    .097   .097    .113   .113    1.00   28.00    7.00     .00
***    .123   .123    .094   .094    .108   .108    1.00   28.00    8.00     .00
***    .116   .116    .090   .090    .103   .103    1.00   28.00    9.00     .00
***    .110   .110    .086   .086    .098   .098    1.00   28.00   10.00     .00
***    .103   .103    .082   .082    .093   .093    1.00   28.00   11.00     .00
***    .097   .097    .078   .078    .087   .087    1.00   28.00   12.00     .00
***    .090   .090    .074   .074    .082   .082    1.00   28.00   13.00     .00
***    .084   .084    .070   .070    .077   .077    1.00   28.00   14.00     .00
***    .078   .078    .066   .066    .072   .072    1.00   28.00   15.00     .00
***    .072   .072    .062   .062    .067   .067    1.00   28.00   16.00     .00
***    .067   .067    .058   .058    .062   .062    1.00   28.00   17.00     .00
***    .062   .062    .054   .054    .058   .058    1.00   28.00   18.00     .00
***    .057   .057    .051   .051    .054   .054    1.00   28.00   19.00     .00
***    .052   .052    .047   .047    .050   .050    1.00   28.00   20.00     .00
***    .048   .048    .044   .044    .046   .046    1.00   28.00   21.00     .00
***    .044   .044    .041   .041    .043   .043    1.00   28.00   22.00     .00
***    .041   .041    .038   .038    .039   .039    1.00   28.00   23.00     .00
***    .037   .037    .035   .035    .036   .036    1.00   28.00   24.00     .00
***    .034   .034    .033   .033    .033   .033    1.00   28.00   25.00     .00
***    .031   .031    .030   .030    .031   .031    1.00   28.00   26.00     .00
***    .029   .029    .028   .028    .028   .028    1.00   28.00   27.00     .00
***    .026   .026    .026   .026    .026   .026    1.00   28.00   28.00     .00
***    .024   .024    .024   .024    .024   .024    1.00   28.00   29.00     .00
***    .022   .022    .022   .022    .022   .022    1.00   28.00   30.00     .00
***    .020   .020    .020   .020    .020   .020    1.00   28.00   31.00     .00
***    .018   .018    .018   .018    .018   .018    1.00   28.00   32.00     .00
***    .017   .017    .017   .017    .017   .017    1.00   28.00   33.00     .00
***    .015   .015    .016   .016    .015   .015    1.00   28.00   34.00     .00
***    .014   .014    .014   .014    .014   .014    1.00   28.00   35.00     .00
***    .012   .012    .013   .013    .013   .013    1.00   28.00   36.00     .00
***    .011   .011    .012   .012    .012   .012    1.00   28.00   37.00     .00
***    .010   .010    .011   .011    .011   .011    1.00   28.00   38.00     .00
***    .009   .009    .010   .010    .010   .010    1.00   28.00   39.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   28.00   40.00     .00
***    .139   .139    .096   .096    .118   .118    1.00   29.00     .00     .00
***    .139   .139    .096   .096    .117   .117    1.00   29.00    1.00     .00
***    .137   .137    .095   .095    .116   .116    1.00   29.00    2.00     .00
***    .135   .135    .094   .094    .115   .115    1.00   29.00    3.00     .00
***    .132   .132    .093   .093    .112   .112    1.00   29.00    4.00     .00
***    .128   .128    .091   .091    .109   .109    1.00   29.00    5.00     .00
***    .123   .123    .088   .088    .106   .106    1.00   29.00    6.00     .00
***    .118   .118    .085   .085    .102   .102    1.00   29.00    7.00     .00
***    .112   .112    .082   .082    .097   .097    1.00   29.00    8.00     .00
***    .107   .107    .079   .079    .093   .093    1.00   29.00    9.00     .00
***    .101   .101    .076   .076    .088   .088    1.00   29.00   10.00     .00
***    .095   .095    .073   .073    .084   .084    1.00   29.00   11.00     .00
***    .089   .089    .069   .069    .079   .079    1.00   29.00   12.00     .00
***    .083   .083    .066   .066    .074   .074    1.00   29.00   13.00     .00
***    .078   .078    .062   .062    .070   .070    1.00   29.00   14.00     .00
***    .072   .072    .059   .059    .065   .065    1.00   29.00   15.00     .00
***    .067   .067    .055   .055    .061   .061    1.00   29.00   16.00     .00
***    .062   .062    .052   .052    .057   .057    1.00   29.00   17.00     .00
***    .057   .057    .049   .049    .053   .053    1.00   29.00   18.00     .00
***    .053   .053    .045   .045    .049   .049    1.00   29.00   19.00     .00
***    .049   .049    .042   .042    .046   .046    1.00   29.00   20.00     .00
***    .045   .045    .040   .040    .042   .042    1.00   29.00   21.00     .00
***    .041   .041    .037   .037    .039   .039    1.00   29.00   22.00     .00
***    .038   .038    .034   .034    .036   .036    1.00   29.00   23.00     .00
***    .035   .035    .032   .032    .033   .033    1.00   29.00   24.00     .00
***    .032   .032    .029   .029    .031   .031    1.00   29.00   25.00     .00
***    .029   .029    .027   .027    .028   .028    1.00   29.00   26.00     .00
***    .027   .027    .025   .025    .026   .026    1.00   29.00   27.00     .00
***    .024   .024    .023   .023    .024   .024    1.00   29.00   28.00     .00
***    .022   .022    .021   .021    .022   .022    1.00   29.00   29.00     .00
***    .020   .020    .020   .020    .020   .020    1.00   29.00   30.00     .00
***    .019   .019    .018   .018    .018   .018    1.00   29.00   31.00     .00
***    .017   .017    .017   .017    .017   .017    1.00   29.00   32.00     .00
***    .016   .016    .015   .015    .015   .015    1.00   29.00   33.00     .00
***    .014   .014    .014   .014    .014   .014    1.00   29.00   34.00     .00
***    .013   .013    .013   .013    .013   .013    1.00   29.00   35.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   29.00   36.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   29.00   37.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   29.00   38.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   29.00   39.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   29.00   40.00     .00
***    .125   .125    .084   .084    .105   .105    1.00   30.00     .00     .00
***    .125   .125    .084   .084    .104   .104    1.00   30.00    1.00     .00
***    .124   .124    .083   .083    .103   .103    1.00   30.00    2.00     .00
***    .122   .122    .082   .082    .102   .102    1.00   30.00    3.00     .00
***    .119   .119    .081   .081    .100   .100    1.00   30.00    4.00     .00
***    .115   .115    .079   .079    .097   .097    1.00   30.00    5.00     .00
***    .111   .111    .077   .077    .094   .094    1.00   30.00    6.00     .00
***    .107   .107    .075   .075    .091   .091    1.00   30.00    7.00     .00
***    .102   .102    .072   .072    .087   .087    1.00   30.00    8.00     .00
***    .097   .097    .070   .070    .083   .083    1.00   30.00    9.00     .00
***    .092   .092    .067   .067    .079   .079    1.00   30.00   10.00     .00
***    .086   .086    .064   .064    .075   .075    1.00   30.00   11.00     .00
***    .081   .081    .061   .061    .071   .071    1.00   30.00   12.00     .00
***    .076   .076    .058   .058    .067   .067    1.00   30.00   13.00     .00
***    .071   .071    .055   .055    .063   .063    1.00   30.00   14.00     .00
***    .066   .066    .052   .052    .059   .059    1.00   30.00   15.00     .00
***    .061   .061    .049   .049    .055   .055    1.00   30.00   16.00     .00
***    .057   .057    .046   .046    .052   .052    1.00   30.00   17.00     .00
***    .053   .053    .043   .043    .048   .048    1.00   30.00   18.00     .00
***    .049   .049    .041   .041    .045   .045    1.00   30.00   19.00     .00
***    .045   .045    .038   .038    .041   .041    1.00   30.00   20.00     .00
***    .041   .041    .035   .035    .038   .038    1.00   30.00   21.00     .00
***    .038   .038    .033   .033    .036   .036    1.00   30.00   22.00     .00
***    .035   .035    .031   .031    .033   .033    1.00   30.00   23.00     .00
***    .032   .032    .029   .029    .030   .030    1.00   30.00   24.00     .00
***    .030   .030    .027   .027    .028   .028    1.00   30.00   25.00     .00
***    .027   .027    .025   .025    .026   .026    1.00   30.00   26.00     .00
***    .025   .025    .023   .023    .024   .024    1.00   30.00   27.00     .00
***    .023   .023    .021   .021    .022   .022    1.00   30.00   28.00     .00
***    .021   .021    .019   .019    .020   .020    1.00   30.00   29.00     .00
***    .019   .019    .018   .018    .018   .018    1.00   30.00   30.00     .00
***    .017   .017    .017   .017    .017   .017    1.00   30.00   31.00     .00
***    .016   .016    .015   .015    .016   .016    1.00   30.00   32.00     .00
***    .014   .014    .014   .014    .014   .014    1.00   30.00   33.00     .00
***    .013   .013    .013   .013    .013   .013    1.00   30.00   34.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   30.00   35.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   30.00   36.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   30.00   37.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   30.00   38.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   30.00   39.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   30.00   40.00     .00
***    .112   .112    .073   .073    .093   .093    1.00   31.00     .00     .00
***    .111   .111    .073   .073    .092   .092    1.00   31.00    1.00     .00
***    .110   .110    .073   .073    .091   .091    1.00   31.00    2.00     .00
***    .109   .109    .072   .072    .090   .090    1.00   31.00    3.00     .00
***    .106   .106    .071   .071    .088   .088    1.00   31.00    4.00     .00
***    .103   .103    .069   .069    .086   .086    1.00   31.00    5.00     .00
***    .100   .100    .067   .067    .084   .084    1.00   31.00    6.00     .00
***    .096   .096    .066   .066    .081   .081    1.00   31.00    7.00     .00
***    .091   .091    .063   .063    .077   .077    1.00   31.00    8.00     .00
***    .087   .087    .061   .061    .074   .074    1.00   31.00    9.00     .00
***    .082   .082    .059   .059    .071   .071    1.00   31.00   10.00     .00
***    .078   .078    .056   .056    .067   .067    1.00   31.00   11.00     .00
***    .073   .073    .054   .054    .063   .063    1.00   31.00   12.00     .00
***    .069   .069    .051   .051    .060   .060    1.00   31.00   13.00     .00
***    .064   .064    .049   .049    .056   .056    1.00   31.00   14.00     .00
***    .060   .060    .046   .046    .053   .053    1.00   31.00   15.00     .00
***    .056   .056    .043   .043    .050   .050    1.00   31.00   16.00     .00
***    .052   .052    .041   .041    .046   .046    1.00   31.00   17.00     .00
***    .048   .048    .038   .038    .043   .043    1.00   31.00   18.00     .00
***    .044   .044    .036   .036    .040   .040    1.00   31.00   19.00     .00
***    .041   .041    .034   .034    .037   .037    1.00   31.00   20.00     .00
***    .038   .038    .032   .032    .035   .035    1.00   31.00   21.00     .00
***    .035   .035    .030   .030    .032   .032    1.00   31.00   22.00     .00
***    .032   .032    .028   .028    .030   .030    1.00   31.00   23.00     .00
***    .029   .029    .026   .026    .028   .028    1.00   31.00   24.00     .00
***    .027   .027    .024   .024    .025   .025    1.00   31.00   25.00     .00
***    .025   .025    .022   .022    .023   .023    1.00   31.00   26.00     .00
***    .023   .023    .021   .021    .022   .022    1.00   31.00   27.00     .00
***    .021   .021    .019   .019    .020   .020    1.00   31.00   28.00     .00
***    .019   .019    .018   .018    .018   .018    1.00   31.00   29.00     .00
***    .017   .017    .016   .016    .017   .017    1.00   31.00   30.00     .00
***    .016   .016    .015   .015    .015   .015    1.00   31.00   31.00     .00
***    .015   .015    .014   .014    .014   .014    1.00   31.00   32.00     .00
***    .013   .013    .013   .013    .013   .013    1.00   31.00   33.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   31.00   34.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   31.00   35.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   31.00   36.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   31.00   37.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   31.00   38.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   31.00   39.00     .00
***    .007   .007    .007   .007    .007   .007    1.00   31.00   40.00     .00
***    .099   .099    .064   .064    .081   .081    1.00   32.00     .00     .00
***    .099   .099    .064   .064    .081   .081    1.00   32.00    1.00     .00
***    .098   .098    .063   .063    .080   .080    1.00   32.00    2.00     .00
***    .096   .096    .062   .062    .079   .079    1.00   32.00    3.00     .00
***    .094   .094    .061   .061    .078   .078    1.00   32.00    4.00     .00
***    .091   .091    .060   .060    .076   .076    1.00   32.00    5.00     .00
***    .088   .088    .059   .059    .074   .074    1.00   32.00    6.00     .00
***    .085   .085    .057   .057    .071   .071    1.00   32.00    7.00     .00
***    .081   .081    .055   .055    .068   .068    1.00   32.00    8.00     .00
***    .078   .078    .054   .054    .066   .066    1.00   32.00    9.00     .00
***    .074   .074    .052   .052    .063   .063    1.00   32.00   10.00     .00
***    .070   .070    .049   .049    .059   .059    1.00   32.00   11.00     .00
***    .065   .065    .047   .047    .056   .056    1.00   32.00   12.00     .00
***    .062   .062    .045   .045    .053   .053    1.00   32.00   13.00     .00
***    .058   .058    .043   .043    .050   .050    1.00   32.00   14.00     .00
***    .054   .054    .041   .041    .047   .047    1.00   32.00   15.00     .00
***    .050   .050    .038   .038    .044   .044    1.00   32.00   16.00     .00
***    .047   .047    .036   .036    .041   .041    1.00   32.00   17.00     .00
***    .043   .043    .034   .034    .039   .039    1.00   32.00   18.00     .00
***    .040   .040    .032   .032    .036   .036    1.00   32.00   19.00     .00
***    .037   .037    .030   .030    .034   .034    1.00   32.00   20.00     .00
***    .034   .034    .028   .028    .031   .031    1.00   32.00   21.00     .00
***    .031   .031    .026   .026    .029   .029    1.00   32.00   22.00     .00
***    .029   .029    .025   .025    .027   .027    1.00   32.00   23.00     .00
***    .027   .027    .023   .023    .025   .025    1.00   32.00   24.00     .00
***    .024   .024    .021   .021    .023   .023    1.00   32.00   25.00     .00
***    .022   .022    .020   .020    .021   .021    1.00   32.00   26.00     .00
***    .021   .021    .018   .018    .020   .020    1.00   32.00   27.00     .00
***    .019   .019    .017   .017    .018   .018    1.00   32.00   28.00     .00
***    .017   .017    .016   .016    .017   .017    1.00   32.00   29.00     .00
***    .016   .016    .015   .015    .015   .015    1.00   32.00   30.00     .00
***    .014   .014    .014   .014    .014   .014    1.00   32.00   31.00     .00
***    .013   .013    .013   .013    .013   .013    1.00   32.00   32.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   32.00   33.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   32.00   34.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   32.00   35.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   32.00   36.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   32.00   37.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   32.00   38.00     .00
***    .007   .007    .007   .007    .007   .007    1.00   32.00   39.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   32.00   40.00     .00
***    .087   .087    .055   .055    .071   .071    1.00   33.00     .00     .00
***    .086   .086    .055   .055    .071   .071    1.00   33.00    1.00     .00
***    .085   .085    .055   .055    .070   .070    1.00   33.00    2.00     .00
***    .084   .084    .054   .054    .069   .069    1.00   33.00    3.00     .00
***    .082   .082    .053   .053    .068   .068    1.00   33.00    4.00     .00
***    .080   .080    .052   .052    .066   .066    1.00   33.00    5.00     .00
***    .078   .078    .051   .051    .064   .064    1.00   33.00    6.00     .00
***    .075   .075    .050   .050    .062   .062    1.00   33.00    7.00     .00
***    .072   .072    .048   .048    .060   .060    1.00   33.00    8.00     .00
***    .068   .068    .047   .047    .058   .058    1.00   33.00    9.00     .00
***    .065   .065    .045   .045    .055   .055    1.00   33.00   10.00     .00
***    .061   .061    .043   .043    .052   .052    1.00   33.00   11.00     .00
***    .058   .058    .041   .041    .050   .050    1.00   33.00   12.00     .00
***    .054   .054    .040   .040    .047   .047    1.00   33.00   13.00     .00
***    .051   .051    .038   .038    .044   .044    1.00   33.00   14.00     .00
***    .048   .048    .036   .036    .042   .042    1.00   33.00   15.00     .00
***    .044   .044    .034   .034    .039   .039    1.00   33.00   16.00     .00
***    .041   .041    .032   .032    .037   .037    1.00   33.00   17.00     .00
***    .038   .038    .030   .030    .034   .034    1.00   33.00   18.00     .00
***    .036   .036    .029   .029    .032   .032    1.00   33.00   19.00     .00
***    .033   .033    .027   .027    .030   .030    1.00   33.00   20.00     .00
***    .030   .030    .025   .025    .028   .028    1.00   33.00   21.00     .00
***    .028   .028    .024   .024    .026   .026    1.00   33.00   22.00     .00
***    .026   .026    .022   .022    .024   .024    1.00   33.00   23.00     .00
***    .024   .024    .021   .021    .022   .022    1.00   33.00   24.00     .00
***    .022   .022    .019   .019    .021   .021    1.00   33.00   25.00     .00
***    .020   .020    .018   .018    .019   .019    1.00   33.00   26.00     .00
***    .018   .018    .017   .017    .018   .018    1.00   33.00   27.00     .00
***    .017   .017    .015   .015    .016   .016    1.00   33.00   28.00     .00
***    .016   .016    .014   .014    .015   .015    1.00   33.00   29.00     .00
***    .014   .014    .013   .013    .014   .014    1.00   33.00   30.00     .00
***    .013   .013    .012   .012    .013   .013    1.00   33.00   31.00     .00
***    .012   .012    .011   .011    .012   .012    1.00   33.00   32.00     .00
***    .011   .011    .010   .010    .011   .011    1.00   33.00   33.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   33.00   34.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   33.00   35.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   33.00   36.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   33.00   37.00     .00
***    .007   .007    .007   .007    .007   .007    1.00   33.00   38.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   33.00   39.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   33.00   40.00     .00
***    .075   .075    .048   .048    .061   .061    1.00   34.00     .00     .00
***    .075   .075    .048   .048    .061   .061    1.00   34.00    1.00     .00
***    .074   .074    .048   .048    .061   .061    1.00   34.00    2.00     .00
***    .073   .073    .047   .047    .060   .060    1.00   34.00    3.00     .00
***    .071   .071    .046   .046    .059   .059    1.00   34.00    4.00     .00
***    .069   .069    .046   .046    .058   .058    1.00   34.00    5.00     .00
***    .067   .067    .045   .045    .056   .056    1.00   34.00    6.00     .00
***    .065   .065    .044   .044    .054   .054    1.00   34.00    7.00     .00
***    .062   .062    .042   .042    .052   .052    1.00   34.00    8.00     .00
***    .059   .059    .041   .041    .050   .050    1.00   34.00    9.00     .00
***    .057   .057    .039   .039    .048   .048    1.00   34.00   10.00     .00
***    .054   .054    .038   .038    .046   .046    1.00   34.00   11.00     .00
***    .051   .051    .036   .036    .044   .044    1.00   34.00   12.00     .00
***    .048   .048    .035   .035    .041   .041    1.00   34.00   13.00     .00
***    .045   .045    .033   .033    .039   .039    1.00   34.00   14.00     .00
***    .042   .042    .032   .032    .037   .037    1.00   34.00   15.00     .00
***    .039   .039    .030   .030    .035   .035    1.00   34.00   16.00     .00
***    .036   .036    .028   .028    .032   .032    1.00   34.00   17.00     .00
***    .034   .034    .027   .027    .030   .030    1.00   34.00   18.00     .00
***    .031   .031    .025   .025    .028   .028    1.00   34.00   19.00     .00
***    .029   .029    .024   .024    .026   .026    1.00   34.00   20.00     .00
***    .027   .027    .022   .022    .025   .025    1.00   34.00   21.00     .00
***    .025   .025    .021   .021    .023   .023    1.00   34.00   22.00     .00
***    .023   .023    .020   .020    .021   .021    1.00   34.00   23.00     .00
***    .021   .021    .018   .018    .020   .020    1.00   34.00   24.00     .00
***    .019   .019    .017   .017    .018   .018    1.00   34.00   25.00     .00
***    .018   .018    .016   .016    .017   .017    1.00   34.00   26.00     .00
***    .016   .016    .015   .015    .016   .016    1.00   34.00   27.00     .00
***    .015   .015    .014   .014    .014   .014    1.00   34.00   28.00     .00
***    .014   .014    .013   .013    .013   .013    1.00   34.00   29.00     .00
***    .013   .013    .012   .012    .012   .012    1.00   34.00   30.00     .00
***    .012   .012    .011   .011    .011   .011    1.00   34.00   31.00     .00
***    .011   .011    .010   .010    .010   .010    1.00   34.00   32.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   34.00   33.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   34.00   34.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   34.00   35.00     .00
***    .007   .007    .008   .008    .007   .007    1.00   34.00   36.00     .00
***    .007   .007    .007   .007    .007   .007    1.00   34.00   37.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   34.00   38.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   34.00   39.00     .00
***    .005   .005    .005   .005    .005   .005    1.00   34.00   40.00     .00
***    .064   .064    .042   .042    .053   .053    1.00   35.00     .00     .00
***    .064   .064    .042   .042    .053   .053    1.00   35.00    1.00     .00
***    .063   .063    .041   .041    .052   .052    1.00   35.00    2.00     .00
***    .062   .062    .041   .041    .052   .052    1.00   35.00    3.00     .00
***    .061   .061    .040   .040    .051   .051    1.00   35.00    4.00     .00
***    .060   .060    .040   .040    .050   .050    1.00   35.00    5.00     .00
***    .058   .058    .039   .039    .048   .048    1.00   35.00    6.00     .00
***    .056   .056    .038   .038    .047   .047    1.00   35.00    7.00     .00
***    .053   .053    .037   .037    .045   .045    1.00   35.00    8.00     .00
***    .051   .051    .036   .036    .043   .043    1.00   35.00    9.00     .00
***    .049   .049    .035   .035    .042   .042    1.00   35.00   10.00     .00
***    .046   .046    .033   .033    .040   .040    1.00   35.00   11.00     .00
***    .044   .044    .032   .032    .038   .038    1.00   35.00   12.00     .00
***    .041   .041    .031   .031    .036   .036    1.00   35.00   13.00     .00
***    .039   .039    .029   .029    .034   .034    1.00   35.00   14.00     .00
***    .036   .036    .028   .028    .032   .032    1.00   35.00   15.00     .00
***    .034   .034    .026   .026    .030   .030    1.00   35.00   16.00     .00
***    .032   .032    .025   .025    .028   .028    1.00   35.00   17.00     .00
***    .029   .029    .024   .024    .027   .027    1.00   35.00   18.00     .00
***    .027   .027    .022   .022    .025   .025    1.00   35.00   19.00     .00
***    .025   .025    .021   .021    .023   .023    1.00   35.00   20.00     .00
***    .023   .023    .020   .020    .022   .022    1.00   35.00   21.00     .00
***    .022   .022    .019   .019    .020   .020    1.00   35.00   22.00     .00
***    .020   .020    .018   .018    .019   .019    1.00   35.00   23.00     .00
***    .018   .018    .016   .016    .017   .017    1.00   35.00   24.00     .00
***    .017   .017    .015   .015    .016   .016    1.00   35.00   25.00     .00
***    .016   .016    .014   .014    .015   .015    1.00   35.00   26.00     .00
***    .014   .014    .013   .013    .014   .014    1.00   35.00   27.00     .00
***    .013   .013    .012   .012    .013   .013    1.00   35.00   28.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   35.00   29.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   35.00   30.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   35.00   31.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   35.00   32.00     .00
***    .008   .008    .009   .009    .009   .009    1.00   35.00   33.00     .00
***    .008   .008    .008   .008    .008   .008    1.00   35.00   34.00     .00
***    .007   .007    .007   .007    .007   .007    1.00   35.00   35.00     .00
***    .006   .006    .007   .007    .007   .007    1.00   35.00   36.00     .00
***    .006   .006    .006   .006    .006   .006    1.00   35.00   37.00     .00
***    .005   .005    .006   .006    .006   .006    1.00   35.00   38.00     .00
***    .005   .005    .005   .005    .005   .005    1.00   35.00   39.00     .00
***    .004   .004    .005   .005    .005   .005    1.00   35.00   40.00     .00
***    .054   .054    .036   .036    .045   .045    1.00   36.00     .00     .00
***    .054   .054    .036   .036    .045   .045    1.00   36.00    1.00     .00
***    .053   .053    .036   .036    .045   .045    1.00   36.00    2.00     .00
***    .053   .053    .036   .036    .044   .044    1.00   36.00    3.00     .00
***    .052   .052    .035   .035    .043   .043    1.00   36.00    4.00     .00
***    .050   .050    .035   .035    .042   .042    1.00   36.00    5.00     .00
***    .049   .049    .034   .034    .041   .041    1.00   36.00    6.00     .00
***    .047   .047    .033   .033    .040   .040    1.00   36.00    7.00     .00
***    .045   .045    .032   .032    .039   .039    1.00   36.00    8.00     .00
***    .043   .043    .031   .031    .037   .037    1.00   36.00    9.00     .00
***    .041   .041    .030   .030    .036   .036    1.00   36.00   10.00     .00
***    .039   .039    .029   .029    .034   .034    1.00   36.00   11.00     .00
***    .037   .037    .028   .028    .033   .033    1.00   36.00   12.00     .00
***    .035   .035    .027   .027    .031   .031    1.00   36.00   13.00     .00
***    .033   .033    .026   .026    .029   .029    1.00   36.00   14.00     .00
***    .031   .031    .025   .025    .028   .028    1.00   36.00   15.00     .00
***    .029   .029    .023   .023    .026   .026    1.00   36.00   16.00     .00
***    .027   .027    .022   .022    .025   .025    1.00   36.00   17.00     .00
***    .025   .025    .021   .021    .023   .023    1.00   36.00   18.00     .00
***    .023   .023    .020   .020    .022   .022    1.00   36.00   19.00     .00
***    .022   .022    .019   .019    .020   .020    1.00   36.00   20.00     .00
***    .020   .020    .018   .018    .019   .019    1.00   36.00   21.00     .00
***    .019   .019    .017   .017    .018   .018    1.00   36.00   22.00     .00
***    .017   .017    .016   .016    .016   .016    1.00   36.00   23.00     .00
***    .016   .016    .015   .015    .015   .015    1.00   36.00   24.00     .00
***    .015   .015    .014   .014    .014   .014    1.00   36.00   25.00     .00
***    .013   .013    .013   .013    .013   .013    1.00   36.00   26.00     .00
***    .012   .012    .012   .012    .012   .012    1.00   36.00   27.00     .00
***    .011   .011    .011   .011    .011   .011    1.00   36.00   28.00     .00
***    .010   .010    .010   .010    .010   .010    1.00   36.00   29.00     .00
***    .009   .009    .010   .010    .010   .010    1.00   36.00   30.00     .00
***    .009   .009    .009   .009    .009   .009    1.00   36.00   31.00     .00
